responseid,gender,age,location,set,block,consent,domain,counts,obj1,obj2,obj3,obj4,obj5,obj1_text,obj2_text,obj3_text,obj4_text,obj5_text,choice,expdur,intdur,feedback
486,1,51,10,4,736,1,9,3,3,4,2,,,Catalonia becomes an independent country,Scotland and Quebec become independent countries,Either Catalonia or Quebec become independent countries,,,1,22797,12.1333,
486,1,51,10,5,736,1,7,3,5,4,1,,,Green,Blue,Red,,,2,7953,12.1333,
486,1,51,10,6,736,1,13,3,2,1,5,,,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,,,2,12894,12.1333,
486,1,51,10,7,736,1,23,2,2,1,,,,80,60,,,,1,26375,12.1333,
486,1,51,10,8,736,1,18,2,3,2,,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,,,,1,11850,12.1333,
486,1,51,10,9,736,1,19,2,1,5,,,,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,,,,2,11916,12.1333,
486,1,51,10,10,736,1,4,2,4,1,,,,Scarlett Johansson and Angelina Jolie,Tom Hanks and Scarlett Johansson,,,,2,16203,12.1333,
486,1,51,10,11,736,1,17,2,5,1,,,,"Seattle, United States","Warsaw, Poland",,,,1,18844,12.1333,
486,1,51,10,12,736,1,31,2,2,4,,,,9.99,12.35,,,,1,30281,12.1333,
486,1,51,10,13,736,1,15,3,4,1,3,,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,,,2,13397,12.1333,
486,1,51,10,14,736,1,22,4,3,2,4,5,,$15.00,$13.00,$14.00,$15.00,,4,24328,12.1333,
486,1,51,10,15,736,1,5,5,2,5,3,4,1,"Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Mushrooms, green pepper, mozzarella, tomato sauce","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper","Mozzarella, tomato sauce, basil",4,22844,12.1333,
486,1,51,10,16,736,1,26,3,5,4,3,,,$465 credited to your bank account in four years,$315 credited to your bank account in two years,$255 credited to your bank account in one year,,,1,16703,12.1333,
486,1,51,10,17,736,1,6,2,3,4,,,,Apple,Grapefruit,,,,1,9266,12.1333,
486,1,51,10,18,736,1,12,5,1,5,4,3,2,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,1,10641,12.1333,
486,1,51,10,19,736,1,28,3,1,4,5,,,"3.6/5 stars, $215 per night","4.4/5 stars, $358 per night","4.8/5 stars, $406 per night",,,1,64084,12.1333,
486,1,51,10,20,736,1,27,2,5,2,,,,"8GB data per month, $58 per month","2GB data per month, $45 per month",,,,1,17547,12.1333,
486,1,51,10,21,736,1,21,2,3,4,,,,China,Brazil,,,,2,9797,12.1333,
486,1,51,10,22,736,1,14,4,3,1,5,2,,Where did Bill buy the car to drive?,Who did Bill buy the car to please?,With which pen do you wonder what to write?,This is a book which reading would be fun.,,3,27265,12.1333,
486,1,51,10,23,736,1,2,4,5,2,3,1,,Julianne Moore,Jody Foster,Kathy Bates,Meryl Streep,,1,15985,12.1333,
486,1,51,10,24,736,1,20,4,3,5,4,2,,Pakistan,Bangladesh,Nigeria,Brazil,,1,10969,12.1333,
486,1,51,10,25,736,1,29,2,2,3,,,,3:15,2:15,,,,1,48531,12.1333,
486,1,51,10,26,736,1,16,5,3,5,4,2,1,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession and sales would be criminal offenses, without exception","Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",2,14734,12.1333,
486,1,51,10,27,736,1,24,3,5,1,3,,,22,34,19,,,3,29188,12.1333,
486,1,51,10,28,736,1,8,3,3,5,1,,,Black and blue,Blue and purple,Black and red,,,1,12125,12.1333,
486,1,51,10,29,736,1,11,3,1,2,4,,,The Beatles,Elvis Presley,Madonna,,,1,5812,12.1333,
486,1,51,10,30,736,1,1,3,2,1,4,,,Kevin Spacey,Tom Hanks,Leonardo DiCaprio,,,2,6422,12.1333,
486,1,51,10,31,736,1,32,2,5,2,,,,10,35,,,,1,37719,12.1333,
486,1,51,10,32,736,1,30,3,1,3,2,,,Sharp,Sony,Insignia,,,1,51922,12.1333,
487,2,24,1,1,586,1,2,2,3,1,,,,Kathy Bates,Meryl Streep,,,,2,4485,2.8,loved it :)
487,2,24,1,2,586,1,26,3,3,1,2,,,$255 credited to your bank account in one year,$200 credited to your bank account immediately,$245 credited to your bank account in six months,,,2,8390,2.8,loved it :)
487,2,24,1,3,586,1,18,3,1,2,3,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,,,1,8703,2.8,loved it :)
487,2,24,1,4,586,1,31,2,3,2,,,,13.72,9.99,,,,1,2735,2.8,loved it :)
487,2,24,1,5,586,1,12,3,1,2,3,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,,1,5032,2.8,loved it :)
487,2,24,1,6,586,1,8,4,4,3,1,5,,Blue and red,Black and blue,Black and red,Blue and purple,,4,6938,2.8,loved it :)
487,2,24,1,7,586,1,22,3,1,4,5,,,$9.00,$14.00,$15.00,,,2,2594,2.8,loved it :)
487,2,24,1,8,586,1,9,2,5,3,,,,Either Scotland or Quebec become independent countries,Catalonia becomes an independent country,,,,1,2296,2.8,loved it :)
487,2,24,1,9,586,1,11,2,3,2,,,,Michael Jackson,Elvis Presley,,,,1,5282,2.8,loved it :)
487,2,24,1,10,586,1,21,3,3,5,4,,,China,Australia,Brazil,,,1,4406,2.8,loved it :)
487,2,24,1,11,586,1,5,3,1,5,3,,,"Mozzarella, tomato sauce, basil","Mushrooms, green pepper, mozzarella, tomato sauce","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce",,,3,5172,2.8,loved it :)
487,2,24,1,12,586,1,20,2,4,1,,,,Nigeria,Indonesia,,,,1,3234,2.8,loved it :)
487,2,24,1,13,586,1,29,3,5,3,1,,,2:45,2:15,1:30,,,2,2485,2.8,loved it :)
487,2,24,1,14,586,1,4,4,3,4,5,2,,Tom Hanks and Brad Pitt,Scarlett Johansson and Angelina Jolie,Tom Hanks and Angelina Jolie,Scarlett Johansson and Brad Pitt,,4,12609,2.8,loved it :)
487,2,24,1,15,586,1,30,3,5,4,2,,,Toshiba,Samsung,Insignia,,,2,2781,2.8,loved it :)
487,2,24,1,16,586,1,25,2,3,1,,,,3:15,4:00,,,,2,2125,2.8,loved it :)
487,2,24,1,17,586,1,28,2,4,3,,,,"4.4/5 stars, $358 per night","4.2/5 stars, $311 per night",,,,1,2375,2.8,loved it :)
487,2,24,1,18,586,1,15,2,5,4,,,,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,,,1,4334,2.8,loved it :)
487,2,24,1,19,586,1,32,3,4,3,2,,,10,35,35,,,2,2141,2.8,loved it :)
487,2,24,1,20,586,1,13,3,3,2,5,,,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,,,3,3375,2.8,loved it :)
487,2,24,1,21,586,1,19,3,5,4,3,,,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,1,5041,2.8,loved it :)
487,2,24,1,22,586,1,23,4,5,1,3,2,,75,60,70,80,,2,2390,2.8,loved it :)
487,2,24,1,23,586,1,6,3,5,2,1,,,Pineapple,Orange,Mango,,,1,6547,2.8,loved it :)
487,2,24,1,24,586,1,17,3,4,5,2,,,"Paris, France","Seattle, United States","London, United Kingdom",,,2,2359,2.8,loved it :)
487,2,24,1,25,586,1,1,3,5,3,2,,,Christian Bale,Morgan Freeman,Kevin Spacey,,,1,4906,2.8,loved it :)
487,2,24,1,26,586,1,24,2,5,3,,,,22,19,,,,1,1937,2.8,loved it :)
487,2,24,1,27,586,1,7,4,4,2,1,5,,Blue,Purple,Red,Green,,2,14454,2.8,loved it :)
487,2,24,1,28,586,1,14,4,4,3,1,5,,Which man do you wonder when to meet?,Where did Bill buy the car to drive?,Who did Bill buy the car to please?,With which pen do you wonder what to write?,,3,13828,2.8,loved it :)
487,2,24,1,29,586,1,10,3,2,1,5,,,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",News,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",,,1,7406,2.8,loved it :)
487,2,24,1,30,586,1,16,2,1,5,,,,"Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, without exception",,,,1,4109,2.8,loved it :)
487,2,24,1,31,586,1,27,3,5,4,1,,,"8GB data per month, $58 per month","6GB data per month, $54 per month","1GB data per month, $35 per month",,,2,4125,2.8,loved it :)
487,2,24,1,32,586,1,3,2,4,3,,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",,,,1,4532,2.8,loved it :)
488,2,48,7,1,802,1,2,3,2,3,4,,,Jody Foster,Kathy Bates,Amy Adams,,,1,9312,10.6167,
488,2,48,7,2,802,1,19,2,4,1,,,,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,,,,1,7369,10.6167,
488,2,48,7,3,802,1,20,3,2,3,1,,,Brazil,Pakistan,Indonesia,,,2,6828,10.6167,
488,2,48,7,4,802,1,15,2,4,2,,,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,,,,2,9741,10.6167,
488,2,48,7,5,802,1,12,3,5,3,4,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,,,2,7603,10.6167,
488,2,48,7,6,802,1,26,2,2,3,,,,$245 credited to your bank account in six months,$255 credited to your bank account in one year,,,,1,23719,10.6167,
488,2,48,7,7,802,1,31,4,3,4,5,2,,13.72,12.35,13.46,9.99,,1,16063,10.6167,
488,2,48,7,8,802,1,16,4,3,4,2,1,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",,3,72469,10.6167,
488,2,48,7,9,802,1,29,5,5,3,1,2,4,2:45,2:15,1:30,3:15,1:30,4,29046,10.6167,
488,2,48,7,10,802,1,22,3,5,1,3,,,$15.00,$9.00,$15.00,,,1,33907,10.6167,
488,2,48,7,11,802,1,14,2,5,4,,,,With which pen do you wonder what to write?,Which man do you wonder when to meet?,,,,1,14765,10.6167,
488,2,48,7,12,802,1,4,3,2,5,3,,,Scarlett Johansson and Brad Pitt,Tom Hanks and Angelina Jolie,Tom Hanks and Brad Pitt,,,3,110798,10.6167,
488,2,48,7,13,802,1,9,3,5,2,4,,,Either Scotland or Quebec become independent countries,Either Catalonia or Quebec become independent countries,Scotland and Quebec become independent countries,,,1,19890,10.6167,
488,2,48,7,14,802,1,25,2,2,1,,,,3:24,4:00,,,,2,19344,10.6167,
488,2,48,7,15,802,1,30,3,3,4,1,,,Sony,Samsung,Sharp,,,2,15093,10.6167,
488,2,48,7,16,802,1,27,2,1,4,,,,"1GB data per month, $35 per month","6GB data per month, $54 per month",,,,1,16860,10.6167,
488,2,48,7,17,802,1,21,2,5,1,,,,Australia,Canada,,,,2,8782,10.6167,
488,2,48,7,18,802,1,23,2,1,5,,,,60,75,,,,1,21468,10.6167,
488,2,48,7,19,802,1,24,2,1,5,,,,34,22,,,,1,14063,10.6167,
488,2,48,7,20,802,1,32,3,4,3,1,,,10,35,90,,,1,18641,10.6167,
488,2,48,7,21,802,1,5,3,3,1,5,,,"Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Mozzarella, tomato sauce, basil","Mushrooms, green pepper, mozzarella, tomato sauce",,,1,15062,10.6167,
488,2,48,7,22,802,1,11,3,4,5,3,,,Madonna,Elton John,Michael Jackson,,,2,5297,10.6167,
488,2,48,7,23,802,1,1,2,3,2,,,,Morgan Freeman,Kevin Spacey,,,,1,7109,10.6167,
488,2,48,7,24,802,1,10,3,5,4,3,,,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",Country Music,"Classic Hits (Rock and pop, roughly 1964-1989)",,,3,13563,10.6167,
488,2,48,7,25,802,1,18,4,5,4,3,1,,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,4,11862,10.6167,
488,2,48,7,26,802,1,28,4,5,2,1,3,,"4.8/5 stars, $406 per night","3.9/5 stars, $263 per night","3.6/5 stars, $215 per night","4.2/5 stars, $311 per night",,3,16063,10.6167,
488,2,48,7,27,802,1,6,3,4,5,2,,,Grapefruit,Pineapple,Orange,,,3,8797,10.6167,
488,2,48,7,28,802,1,8,4,1,4,2,5,,Black and red,Blue and red,Black and purple,Blue and purple,,1,8172,10.6167,
488,2,48,7,29,802,1,17,3,5,1,2,,,"Seattle, United States","Warsaw, Poland","London, United Kingdom",,,2,9390,10.6167,
488,2,48,7,30,802,1,7,3,3,2,4,,,Pink,Purple,Blue,,,1,4547,10.6167,
488,2,48,7,31,802,1,13,2,5,1,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,,,,2,9937,10.6167,
488,2,48,7,32,802,1,3,2,2,3,,,,"Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",,,,1,33032,10.6167,
491,2,72,2,1,298,1,21,2,1,5,,,,Canada,Australia,,,,1,6641,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,2,298,1,14,2,4,5,,,,Which man do you wonder when to meet?,With which pen do you wonder what to write?,,,,2,28359,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,3,298,1,27,3,3,4,1,,,"4 GB data per month, $49 per month","6GB data per month, $54 per month","1GB data per month, $35 per month",,,1,26391,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,4,298,1,2,2,4,3,,,,Amy Adams,Kathy Bates,,,,2,9063,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,5,298,1,25,3,3,4,1,,,3:15,3:06,4:00,,,3,31578,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,6,298,1,23,3,1,2,5,,,60,80,75,,,2,53015,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,7,298,1,4,2,1,2,,,,Tom Hanks and Scarlett Johansson,Scarlett Johansson and Brad Pitt,,,,1,20766,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,8,298,1,24,4,2,4,1,3,,22,7,34,19,,2,22391,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,9,298,1,5,3,4,1,2,,,"Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper","Mozzarella, tomato sauce, basil","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce",,,3,18515,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,10,298,1,10,3,5,1,3,,,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",News,"Classic Hits (Rock and pop, roughly 1964-1989)",,,3,18797,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,11,298,1,12,2,1,4,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,,,,2,13538,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,12,298,1,22,3,4,5,1,,,$14.00,$15.00,$9.00,,,2,23563,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,13,298,1,13,4,1,3,5,4,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,,3,12807,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,14,298,1,6,2,4,5,,,,Grapefruit,Pineapple,,,,1,8703,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,15,298,1,8,3,4,5,2,,,Blue and red,Blue and purple,Black and purple,,,3,16031,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,16,298,1,26,3,5,2,4,,,$465 credited to your bank account in four years,$245 credited to your bank account in six months,$315 credited to your bank account in two years,,,2,26375,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,17,298,1,7,3,5,2,1,,,Green,Purple,Red,,,3,8312,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,18,298,1,1,2,2,4,,,,Kevin Spacey,Leonardo DiCaprio,,,,1,9203,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,19,298,1,20,2,2,1,,,,Brazil,Indonesia,,,,2,12719,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,20,298,1,18,2,4,1,,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,,,2,19250,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,21,298,1,32,4,2,5,3,4,,35,10,35,10,,3,44860,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,22,298,1,29,4,5,4,2,3,,2:45,1:30,3:15,2:15,,4,27187,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,23,298,1,30,3,3,1,4,,,Sony,Sharp,Samsung,,,3,45703,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,24,298,1,9,2,1,2,,,,Scotland becomes an independent country,Either Catalonia or Quebec become independent countries,,,,1,15204,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,25,298,1,28,2,5,4,,,,"4.8/5 stars, $406 per night","4.4/5 stars, $358 per night",,,,2,13687,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,26,298,1,17,2,2,4,,,,"London, United Kingdom","Paris, France",,,,1,11953,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,27,298,1,11,4,4,2,5,1,,Madonna,Elvis Presley,Elton John,The Beatles,,4,13109,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,28,298,1,19,3,4,2,3,,,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,2,13891,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,29,298,1,31,3,3,2,4,,,13.72,9.99,12.35,,,2,30500,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,30,298,1,3,4,2,3,4,1,,"Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",,4,52968,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,31,298,1,15,3,4,2,5,,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,,,3,22079,12.3833,Interesting content and no technical glitches - how refreshing
491,2,72,2,32,298,1,16,2,3,2,,,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,,2,38390,12.3833,Interesting content and no technical glitches - how refreshing
492,2,69,10,1,459,1,29,2,5,3,,,,2:45,2:15,,,,1,19735,6.7,dont have any
492,2,69,10,2,459,1,19,4,4,1,5,3,,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,3,16506,6.7,dont have any
492,2,69,10,3,459,1,20,2,1,4,,,,Indonesia,Nigeria,,,,1,6766,6.7,dont have any
492,2,69,10,4,459,1,15,4,3,4,1,2,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,,2,9091,6.7,dont have any
492,2,69,10,5,459,1,7,2,4,2,,,,Blue,Purple,,,,1,4859,6.7,dont have any
492,2,69,10,6,459,1,1,4,5,3,4,1,,Christian Bale,Morgan Freeman,Leonardo DiCaprio,Tom Hanks,,2,9031,6.7,dont have any
492,2,69,10,7,459,1,4,2,4,5,,,,Scarlett Johansson and Angelina Jolie,Tom Hanks and Angelina Jolie,,,,1,9594,6.7,dont have any
492,2,69,10,8,459,1,25,2,4,5,,,,3:06,2:30,,,,1,16297,6.7,dont have any
492,2,69,10,9,459,1,17,4,3,2,5,4,,"Vancouver, Canada","London, United Kingdom","Seattle, United States","Paris, France",,2,7563,6.7,dont have any
492,2,69,10,10,459,1,6,3,2,5,4,,,Orange,Pineapple,Grapefruit,,,2,7375,6.7,dont have any
492,2,69,10,11,459,1,2,3,4,3,1,,,Amy Adams,Kathy Bates,Meryl Streep,,,1,6297,6.7,dont have any
492,2,69,10,12,459,1,31,3,2,5,1,,,9.99,13.46,18.71,,,1,16906,6.7,dont have any
492,2,69,10,13,459,1,10,4,1,2,3,5,,News,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)","Classic Hits (Rock and pop, roughly 1964-1989)","Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",,3,14297,6.7,dont have any
492,2,69,10,14,459,1,12,3,2,5,3,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,,3,7616,6.7,dont have any
492,2,69,10,15,459,1,22,3,3,4,2,,,$15.00,$14.00,$13.00,,,2,9906,6.7,dont have any
492,2,69,10,16,459,1,26,3,5,2,4,,,$465 credited to your bank account in four years,$245 credited to your bank account in six months,$315 credited to your bank account in two years,,,2,10578,6.7,dont have any
492,2,69,10,17,459,1,32,2,2,4,,,,35,10,,,,2,14735,6.7,dont have any
492,2,69,10,18,459,1,23,4,4,1,2,5,,55,60,80,75,,3,24172,6.7,dont have any
492,2,69,10,19,459,1,27,3,2,1,3,,,"2GB data per month, $45 per month","1GB data per month, $35 per month","4 GB data per month, $49 per month",,,2,17734,6.7,dont have any
492,2,69,10,20,459,1,18,3,2,1,3,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,,,1,12734,6.7,dont have any
492,2,69,10,21,459,1,16,2,5,2,,,,"Possession and sales would be criminal offenses, without exception","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,,1,11563,6.7,dont have any
492,2,69,10,22,459,1,3,4,5,4,1,3,,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",,3,36969,6.7,dont have any
492,2,69,10,23,459,1,8,4,4,3,5,2,,Blue and red,Black and blue,Blue and purple,Black and purple,,2,10547,6.7,dont have any
492,2,69,10,24,459,1,21,3,1,3,5,,,Canada,China,Australia,,,2,9640,6.7,dont have any
492,2,69,10,25,459,1,11,2,4,2,,,,Madonna,Elvis Presley,,,,2,4719,6.7,dont have any
492,2,69,10,26,459,1,28,2,3,1,,,,"4.2/5 stars, $311 per night","3.6/5 stars, $215 per night",,,,2,7484,6.7,dont have any
492,2,69,10,27,459,1,14,3,3,4,5,,,Where did Bill buy the car to drive?,Which man do you wonder when to meet?,With which pen do you wonder what to write?,,,1,26031,6.7,dont have any
492,2,69,10,28,459,1,13,4,4,3,2,1,,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,,3,7497,6.7,dont have any
492,2,69,10,29,459,1,30,2,3,4,,,,Sony,Samsung,,,,2,9063,6.7,dont have any
492,2,69,10,30,459,1,5,3,1,5,4,,,"Mozzarella, tomato sauce, basil","Mushrooms, green pepper, mozzarella, tomato sauce","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper",,,3,8125,6.7,dont have any
492,2,69,10,31,459,1,9,2,2,3,,,,Either Catalonia or Quebec become independent countries,Catalonia becomes an independent country,,,,2,7468,6.7,dont have any
492,2,69,10,32,459,1,24,4,3,2,1,4,,19,22,34,7,,2,12360,6.7,dont have any
493,2,69,8,1,510,1,26,2,4,5,,,,$315 credited to your bank account in two years,$465 credited to your bank account in four years,,,,2,117709,10.2,
493,2,69,8,2,510,1,23,2,4,2,,,,55,80,,,,1,21234,10.2,
493,2,69,8,3,510,1,13,3,4,3,2,,,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,1,11625,10.2,
493,2,69,8,4,510,1,6,5,4,3,1,2,5,Grapefruit,Apple,Mango,Orange,Pineapple,4,10406,10.2,
493,2,69,8,5,510,1,8,2,2,3,,,,Black and purple,Black and blue,,,,2,6735,10.2,
