responseid,set,block,consent,domain,counts,obj1,obj2,obj3,obj4,obj5,obj1_text,obj2_text,obj3_text,obj4_text,obj5_text,choice,expdur,intdur,feedback
68,8,364,1,3,3,5,3,2,,,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.",,,3,31141,13.9667,
68,9,364,1,31,2,2,3,,,,9.99,13.72,,,,2,15140,13.9667,
68,10,364,1,11,3,3,4,2,,,Michael Jackson,Madonna,Elvis Presley,,,2,15672,13.9667,
68,11,364,1,23,2,5,1,,,,75,60,,,,2,29141,13.9667,
68,12,364,1,29,3,3,5,1,,,2:15,2:45,1:30,,,2,29000,13.9667,
68,13,364,1,8,3,2,4,5,,,Black and purple,Blue and red,Blue and purple,,,2,10250,13.9667,
68,14,364,1,5,2,1,4,,,,"Mozzarella, tomato sauce, basil","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper",,,,2,9953,13.9667,
68,15,364,1,15,2,4,3,,,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,,,,2,9391,13.9667,
68,16,364,1,19,2,2,4,,,,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,,,,1,7580,13.9667,
68,17,364,1,6,3,2,4,1,,,Orange,Grapefruit,Mango,,,1,7640,13.9667,
68,18,364,1,7,4,3,1,4,5,,Pink,Red,Blue,Green,,2,3610,13.9667,
68,19,364,1,25,2,5,4,,,,2:30,3:06,,,,2,14094,13.9667,
68,20,364,1,1,3,2,4,3,,,Kevin Spacey,Leonardo DiCaprio,Morgan Freeman,,,3,10422,13.9667,
68,21,364,1,16,3,3,5,1,,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession and sales would be criminal offenses, without exception","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",,,3,14562,13.9667,
68,22,364,1,27,2,2,1,,,,"2GB data per month, $45 per month","1GB data per month, $35 per month",,,,2,11547,13.9667,
68,23,364,1,17,2,1,3,,,,"Warsaw, Poland","Vancouver, Canada",,,,1,180382,13.9667,
68,24,364,1,26,3,2,1,5,,,$245 credited to your bank account in six months,$200 credited to your bank account immediately,$465 credited to your bank account in four years,,,2,65859,13.9667,
68,25,364,1,12,3,1,3,4,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,,,3,13634,13.9667,
68,26,364,1,22,2,4,5,,,,$14.00,$15.00,,,,1,18907,13.9667,
68,27,364,1,14,3,4,2,5,,,Which man do you wonder when to meet?,This is a book which reading would be fun.,With which pen do you wonder what to write?,,,2,20125,13.9667,
68,28,364,1,32,4,4,1,5,3,,10,90,10,35,,3,43297,13.9667,
68,29,364,1,13,3,1,3,5,,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,,,1,8640,13.9667,
68,30,364,1,30,4,5,4,2,3,,Toshiba,Samsung,Insignia,Sony,,2,19891,13.9667,
68,31,364,1,2,3,3,1,5,,,Kathy Bates,Meryl Streep,Julianne Moore,,,2,6937,13.9667,
68,32,364,1,24,3,3,2,1,,,19,22,34,,,2,14391,13.9667,
69,1,331,1,27,2,2,1,,,,"2GB data per month, $45 per month","1GB data per month, $35 per month",,,,2,16047,6.1833,
69,2,331,1,1,4,4,5,3,2,,Leonardo DiCaprio,Christian Bale,Morgan Freeman,Kevin Spacey,,3,7656,6.1833,
69,3,331,1,3,3,4,5,2,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.",,,2,19766,6.1833,
69,4,331,1,23,2,5,2,,,,75,80,,,,2,19578,6.1833,
69,5,331,1,25,2,1,4,,,,4:00,3:06,,,,1,11937,6.1833,
69,6,331,1,6,3,4,2,3,,,Grapefruit,Orange,Apple,,,2,3750,6.1833,
69,7,331,1,21,3,2,1,5,,,United States of America,Canada,Australia,,,1,7359,6.1833,
69,8,331,1,19,2,2,3,,,,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,,1,6584,6.1833,
69,9,331,1,11,3,3,5,1,,,Michael Jackson,Elton John,The Beatles,,,1,4281,6.1833,
69,10,331,1,15,2,5,1,,,,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,,,,2,6000,6.1833,
69,11,331,1,28,2,4,5,,,,"4.4/5 stars, $358 per night","4.8/5 stars, $406 per night",,,,1,9187,6.1833,
69,12,331,1,32,2,5,1,,,,10,90,,,,1,14047,6.1833,
69,13,331,1,24,2,4,3,,,,7,19,,,,2,8766,6.1833,
69,14,331,1,22,3,1,2,5,,,$9.00,$13.00,$15.00,,,2,17766,6.1833,
69,15,331,1,18,3,5,3,1,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,,2,9437,6.1833,
69,16,331,1,8,2,4,5,,,,Blue and red,Blue and purple,,,,2,4360,6.1833,
69,17,331,1,9,2,5,4,,,,Either Scotland or Quebec become independent countries,Scotland and Quebec become independent countries,,,,1,6610,6.1833,
69,18,331,1,13,2,4,2,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,,1,4938,6.1833,
69,19,331,1,4,3,5,2,4,,,Tom Hanks and Angelina Jolie,Scarlett Johansson and Brad Pitt,Scarlett Johansson and Angelina Jolie,,,1,8875,6.1833,
69,20,331,1,7,2,4,5,,,,Blue,Green,,,,1,4156,6.1833,
69,21,331,1,29,3,1,5,4,,,1:30,2:45,1:30,,,2,31016,6.1833,
69,22,331,1,12,2,1,5,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,,,,1,4508,6.1833,
69,23,331,1,17,2,5,4,,,,"Seattle, United States","Paris, France",,,,1,8000,6.1833,
69,24,331,1,2,2,2,3,,,,Jody Foster,Kathy Bates,,,,2,4859,6.1833,
69,25,331,1,16,2,1,2,,,,"Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,,2,12188,6.1833,
69,26,331,1,31,3,3,5,1,,,13.72,13.46,18.71,,,1,19875,6.1833,
69,27,331,1,5,2,4,2,,,,"Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce",,,,1,10906,6.1833,
69,28,331,1,20,3,2,5,4,,,Brazil,Bangladesh,Nigeria,,,2,5859,6.1833,
69,29,331,1,14,2,5,4,,,,With which pen do you wonder what to write?,Which man do you wonder when to meet?,,,,1,8219,6.1833,
69,30,331,1,26,4,3,1,5,2,,$255 credited to your bank account in one year,$200 credited to your bank account immediately,$465 credited to your bank account in four years,$245 credited to your bank account in six months,,2,9547,6.1833,
69,31,331,1,30,2,1,4,,,,Sharp,Samsung,,,,2,23875,6.1833,
69,32,331,1,10,2,3,5,,,,"Classic Hits (Rock and pop, roughly 1964-1989)","Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",,,,1,9906,6.1833,
70,1,746,1,18,3,3,1,5,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,,,2,15093,4.3167,NO
70,2,746,1,12,3,3,1,2,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,,,2,6922,4.3167,NO
70,3,746,1,3,3,4,5,2,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.",,,2,6218,4.3167,NO
70,4,746,1,29,3,3,4,2,,,2:15,1:30,3:15,,,2,12563,4.3167,NO
70,5,746,1,25,3,3,5,2,,,3:15,2:30,3:24,,,2,11891,4.3167,NO
70,6,746,1,4,2,2,3,,,,Scarlett Johansson and Brad Pitt,Tom Hanks and Brad Pitt,,,,1,6282,4.3167,NO
70,7,746,1,13,3,4,3,1,,,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,,,3,5267,4.3167,NO
70,8,746,1,21,3,4,3,2,,,Brazil,China,United States of America,,,3,9469,4.3167,NO
70,9,746,1,27,3,5,3,4,,,"8GB data per month, $58 per month","4 GB data per month, $49 per month","6GB data per month, $54 per month",,,1,6656,4.3167,NO
70,10,746,1,16,3,3,1,2,,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,2,12313,4.3167,NO
70,11,746,1,9,4,1,3,4,2,,Scotland becomes an independent country,Catalonia becomes an independent country,Scotland and Quebec become independent countries,Either Catalonia or Quebec become independent countries,,1,9782,4.3167,NO
70,12,746,1,1,2,3,1,,,,Morgan Freeman,Tom Hanks,,,,2,4343,4.3167,NO
70,13,746,1,11,3,5,4,3,,,Elton John,Madonna,Michael Jackson,,,1,6547,4.3167,NO
70,14,746,1,7,3,3,2,4,,,Pink,Purple,Blue,,,3,4438,4.3167,NO
70,15,746,1,32,4,1,4,5,2,,90,10,10,35,,2,7704,4.3167,NO
70,16,746,1,14,3,2,4,5,,,This is a book which reading would be fun.,Which man do you wonder when to meet?,With which pen do you wonder what to write?,,,3,14984,4.3167,NO
70,17,746,1,30,3,3,1,2,,,Sony,Sharp,Insignia,,,2,9281,4.3167,NO
70,18,746,1,6,3,4,5,1,,,Grapefruit,Pineapple,Mango,,,2,4485,4.3167,NO
70,19,746,1,5,4,3,1,2,4,,"Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Mozzarella, tomato sauce, basil","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper",,3,5610,4.3167,NO
70,20,746,1,28,2,3,4,,,,"4.2/5 stars, $311 per night","4.4/5 stars, $358 per night",,,,2,7515,4.3167,NO
70,21,746,1,24,2,1,4,,,,34,7,,,,2,5578,4.3167,NO
70,22,746,1,17,3,2,4,5,,,"London, United Kingdom","Paris, France","Seattle, United States",,,1,7391,4.3167,NO
70,23,746,1,20,2,1,2,,,,Indonesia,Brazil,,,,2,4328,4.3167,NO
70,24,746,1,26,3,5,4,3,,,$465 credited to your bank account in four years,$315 credited to your bank account in two years,$255 credited to your bank account in one year,,,3,6516,4.3167,NO
70,25,746,1,10,3,3,2,5,,,"Classic Hits (Rock and pop, roughly 1964-1989)","Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)","Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",,,1,6234,4.3167,NO
70,26,746,1,8,2,5,4,,,,Blue and purple,Blue and red,,,,2,5360,4.3167,NO
70,27,746,1,22,3,5,1,2,,,$15.00,$9.00,$13.00,,,1,9625,4.3167,NO
70,28,746,1,23,2,5,4,,,,75,55,,,,1,6640,4.3167,NO
70,29,746,1,31,3,1,2,5,,,18.71,9.99,13.46,,,1,9391,4.3167,NO
70,30,746,1,19,3,1,2,5,,,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,,,2,7688,4.3167,NO
70,31,746,1,2,2,3,1,,,,Kathy Bates,Meryl Streep,,,,2,5158,4.3167,NO
70,32,746,1,15,3,3,4,5,,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,,,1,8030,4.3167,NO
72,1,671,1,7,2,5,2,,,,Green,Purple,,,,1,4627,6.5667,
72,2,671,1,23,2,2,1,,,,80,60,,,,1,24639,6.5667,
72,3,671,1,25,4,1,3,4,2,,4:00,3:15,3:06,3:24,,1,17361,6.5667,
72,4,671,1,5,3,4,5,3,,,"Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper","Mushrooms, green pepper, mozzarella, tomato sauce","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce",,,2,13187,6.5667,
72,5,671,1,31,2,5,3,,,,13.46,13.72,,,,2,14719,6.5667,
72,6,671,1,2,5,1,2,4,3,5,Meryl Streep,Jody Foster,Amy Adams,Kathy Bates,Julianne Moore,3,7913,6.5667,
72,7,671,1,17,3,1,5,3,,,"Warsaw, Poland","Seattle, United States","Vancouver, Canada",,,1,9541,6.5667,
72,8,671,1,1,3,5,3,2,,,Christian Bale,Morgan Freeman,Kevin Spacey,,,2,11482,6.5667,
72,9,671,1,13,3,3,4,1,,,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,,,2,8783,6.5667,
72,10,671,1,9,4,4,1,3,5,,Scotland and Quebec become independent countries,Scotland becomes an independent country,Catalonia becomes an independent country,Either Scotland or Quebec become independent countries,,4,11312,6.5667,
72,11,671,1,19,3,2,1,3,,,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,2,5593,6.5667,
72,12,671,1,20,4,3,2,1,4,,Pakistan,Brazil,Indonesia,Nigeria,,2,9008,6.5667,
72,13,671,1,10,2,3,1,,,,"Classic Hits (Rock and pop, roughly 1964-1989)",News,,,,2,7515,6.5667,
72,14,671,1,29,3,4,2,5,,,1:30,3:15,2:45,,,2,13737,6.5667,
72,15,671,1,32,4,1,3,2,4,,90,35,35,10,,4,17256,6.5667,
72,16,671,1,14,2,4,5,,,,Which man do you wonder when to meet?,With which pen do you wonder what to write?,,,,2,22366,6.5667,
72,17,671,1,12,4,5,2,4,3,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,1,6705,6.5667,
72,18,671,1,11,2,2,5,,,,Elvis Presley,Elton John,,,,1,5695,6.5667,
72,19,671,1,22,2,2,5,,,,$13.00,$15.00,,,,1,13531,6.5667,
72,20,671,1,15,4,3,2,1,4,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,2,6266,6.5667,
72,21,671,1,4,3,5,3,2,,,Tom Hanks and Angelina Jolie,Tom Hanks and Brad Pitt,Scarlett Johansson and Brad Pitt,,,1,8672,6.5667,
72,22,671,1,8,4,5,3,1,2,,Blue and purple,Black and blue,Black and red,Black and purple,,3,7147,6.5667,
72,23,671,1,3,4,1,2,3,5,,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",,1,20016,6.5667,
72,24,671,1,6,3,5,3,1,,,Pineapple,Apple,Mango,,,2,5812,6.5667,
72,25,671,1,30,4,2,4,3,5,,Insignia,Samsung,Sony,Toshiba,,4,16212,6.5667,
72,26,671,1,21,2,4,3,,,,Brazil,China,,,,2,4672,6.5667,
72,27,671,1,28,3,3,5,1,,,"4.2/5 stars, $311 per night","4.8/5 stars, $406 per night","3.6/5 stars, $215 per night",,,3,11572,6.5667,
72,28,671,1,18,2,1,2,,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,,,,2,7139,6.5667,
72,29,671,1,24,2,4,2,,,,7,22,,,,2,9244,6.5667,
72,30,671,1,27,2,3,1,,,,"4 GB data per month, $49 per month","1GB data per month, $35 per month",,,,1,10084,6.5667,
72,31,671,1,26,5,3,2,4,5,1,$255 credited to your bank account in one year,$245 credited to your bank account in six months,$315 credited to your bank account in two years,$465 credited to your bank account in four years,$200 credited to your bank account immediately,5,10907,6.5667,
72,32,671,1,16,2,3,5,,,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession and sales would be criminal offenses, without exception",,,,1,11065,6.5667,
73,1,543,1,18,4,2,5,3,1,,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,4,9203,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,2,543,1,21,2,3,1,,,,China,Canada,,,,2,7703,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,3,543,1,25,2,1,3,,,,4:00,3:15,,,,1,33626,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,4,543,1,2,3,3,2,4,,,Kathy Bates,Jody Foster,Amy Adams,,,2,6359,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,5,543,1,27,3,5,2,3,,,"8GB data per month, $58 per month","2GB data per month, $45 per month","4 GB data per month, $49 per month",,,3,17360,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,6,543,1,31,3,5,2,4,,,13.46,9.99,12.35,,,3,24960,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,7,543,1,20,4,5,1,4,2,,Bangladesh,Indonesia,Nigeria,Brazil,,1,12910,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,8,543,1,14,2,4,5,,,,Which man do you wonder when to meet?,With which pen do you wonder what to write?,,,,2,21320,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,9,543,1,13,2,4,3,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,,,,1,7158,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,10,543,1,11,4,2,1,3,5,,Elvis Presley,The Beatles,Michael Jackson,Elton John,,3,5799,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,11,543,1,30,3,2,1,5,,,Insignia,Sharp,Toshiba,,,2,20616,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,12,543,1,19,3,3,2,1,,,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,,,2,8799,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,13,543,1,29,5,5,4,3,2,1,2:45,1:30,2:15,3:15,1:30,1,50470,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,14,543,1,32,3,2,1,4,,,35,90,10,,,2,29275,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,15,543,1,9,4,2,3,4,5,,Either Catalonia or Quebec become independent countries,Catalonia becomes an independent country,Scotland and Quebec become independent countries,Either Scotland or Quebec become independent countries,,4,24946,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,16,543,1,1,2,1,5,,,,Tom Hanks,Christian Bale,,,,1,4032,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,17,543,1,15,2,3,4,,,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,,,2,9175,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,18,543,1,16,3,5,1,4,,,"Possession and sales would be criminal offenses, without exception","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, with a small number of medical exceptions",,,3,22726,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,19,543,1,7,3,3,2,5,,,Pink,Purple,Green,,,3,5033,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,20,543,1,6,3,1,5,2,,,Mango,Pineapple,Orange,,,1,5877,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,21,543,1,22,2,3,5,,,,$15.00,$15.00,,,,2,26931,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,22,543,1,10,3,4,3,2,,,Country Music,"Classic Hits (Rock and pop, roughly 1964-1989)","Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",,,2,11676,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,23,543,1,28,2,3,1,,,,"4.2/5 stars, $311 per night","3.6/5 stars, $215 per night",,,,2,6627,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,24,543,1,8,2,5,4,,,,Blue and purple,Blue and red,,,,1,5704,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,25,543,1,3,3,1,5,4,,,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,,,2,24722,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,26,543,1,5,2,2,1,,,,"Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Mozzarella, tomato sauce, basil",,,,1,5641,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,27,543,1,4,3,3,1,4,,,Tom Hanks and Brad Pitt,Tom Hanks and Scarlett Johansson,Scarlett Johansson and Angelina Jolie,,,1,12080,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,28,543,1,24,3,3,1,4,,,19,34,7,,,1,14173,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,29,543,1,23,3,5,4,3,,,75,55,70,,,1,19315,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,30,543,1,17,3,4,5,1,,,"Paris, France","Seattle, United States","Warsaw, Poland",,,1,16220,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,31,543,1,26,2,3,1,,,,$255 credited to your bank account in one year,$200 credited to your bank account immediately,,,,2,9658,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
73,32,543,1,12,2,1,2,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,,,,1,5923,8.7833,Loved the survey.  Would like to know what is the purpose and whether it is conclusive or not for the researchers.
74,1,646,1,11,2,3,4,,,,Michael Jackson,Madonna,,,,2,6438,8.3167,none
74,2,646,1,1,2,5,2,,,,Christian Bale,Kevin Spacey,,,,2,6453,8.3167,none
74,3,646,1,20,2,5,2,,,,Bangladesh,Brazil,,,,2,5875,8.3167,none
74,4,646,1,9,4,4,5,2,1,,Scotland and Quebec become independent countries,Either Scotland or Quebec become independent countries,Either Catalonia or Quebec become independent countries,Scotland becomes an independent country,,4,12031,8.3167,none
74,5,646,1,29,2,2,3,,,,3:15,2:15,,,,2,23047,8.3167,none
74,6,646,1,2,3,5,4,3,,,Julianne Moore,Amy Adams,Kathy Bates,,,2,6438,8.3167,none
74,7,646,1,28,2,2,5,,,,"3.9/5 stars, $263 per night","4.8/5 stars, $406 per night",,,,2,12687,8.3167,none
74,8,646,1,23,2,5,2,,,,75,80,,,,1,15328,8.3167,none
74,9,646,1,5,3,3,5,1,,,"Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Mushrooms, green pepper, mozzarella, tomato sauce","Mozzarella, tomato sauce, basil",,,2,14140,8.3167,none
74,10,646,1,16,2,4,3,,,,"Possession and sales would be criminal offenses, with a small number of medical exceptions",Possession would be illegal but not criminal; all sales would be a criminal offense,,,,1,14391,8.3167,none
74,11,646,1,17,2,5,3,,,,"Seattle, United States","Vancouver, Canada",,,,1,9078,8.3167,none
74,12,646,1,26,2,2,4,,,,$245 credited to your bank account in six months,$315 credited to your bank account in two years,,,,1,7141,8.3167,none
74,13,646,1,27,3,1,5,4,,,"1GB data per month, $35 per month","8GB data per month, $58 per month","6GB data per month, $54 per month",,,1,17562,8.3167,none
74,14,646,1,32,4,5,3,1,2,,10,35,90,35,,1,28719,8.3167,none
74,15,646,1,7,4,4,1,2,3,,Blue,Red,Purple,Pink,,1,5016,8.3167,none
74,16,646,1,4,2,3,1,,,,Tom Hanks and Brad Pitt,Tom Hanks and Scarlett Johansson,,,,1,8594,8.3167,none
74,17,646,1,24,4,2,3,1,5,,22,19,34,22,,2,15906,8.3167,none
74,18,646,1,14,3,2,3,4,,,This is a book which reading would be fun.,Where did Bill buy the car to drive?,Which man do you wonder when to meet?,,,2,20390,8.3167,none
74,19,646,1,18,3,3,5,1,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,,3,15515,8.3167,none
74,20,646,1,12,2,5,1,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,,,,2,5876,8.3167,none
